ID,Condition,Trial,Mass (g),Attempt Durations (s),Task Completion Time (s),Error Count
1,ForceFeedback,1,100,5.09166,5.09166,0
1,ForceFeedback,2,200,2.299988,2.299988,0
1,ForceFeedback,3,300,2.474991,2.474991,0
1,ForceFeedback,4,400,"0.708328,2.083328,1.758331,1.308319,2.324997",8.183304,4
1,ForceFeedback,5,400,4.516663,4.516663,0
1,ForceFeedback,6,300,1.908325,1.908325,0
1,ForceFeedback,7,100,"1.883301,2.350006",4.233307,1
1,ForceFeedback,8,200,1.81665,1.81665,0
1,ForceFeedback,9,300,2.574982,2.574982,0
1,ForceFeedback,10,200,"1.56665,2.399994,2.875",6.841644,2
1,ForceFeedback,11,400,"3.149994,2.174988,3.05835",8.383331,2
1,ForceFeedback,12,100,2.649994,2.649994,0
1,ForceFeedback,13,200,"2.350037,7.283325,1.399963,1.93335,2.924988",15.89166,4
1,ForceFeedback,14,100,3.008301,3.008301,0
1,ForceFeedback,15,300,"2.091675,1.5,2.299988,0.3499756,2.466675",8.708313,4
1,ForceFeedback,16,400,"2.741699,2.533325,1.741638,0.5166626,2.166687,2.666687",12.3667,5
1,ForceFeedback,17,100,3.158325,3.158325,0
1,ForceFeedback,18,400,"1.650024,2.43335,3.208313",7.291687,2
1,ForceFeedback,19,200,"12.66663,4.19165",16.85828,1
1,ForceFeedback,20,300,"11.73328,2.725037",14.45831,1
2,NoForceFeedback,1,100,5.641632,5.641632,0
2,NoForceFeedback,2,200,3.458313,3.458313,0
2,NoForceFeedback,3,300,"1.508331,2.21666,2.449997,3.016663",9.19165,3
2,NoForceFeedback,4,400,3.033325,3.033325,0
2,NoForceFeedback,5,400,"2.000000,2.541656,3.616638,2.524994,2.058319",12.74161,4
2,NoForceFeedback,6,300,"2.625000,1.783325,3.808319,4.458313,1.016663,1.750000",15.44162,5
2,NoForceFeedback,7,100,"14.924930,2.741669",17.6666,1
2,NoForceFeedback,8,200,1.891663,1.891663,0
2,NoForceFeedback,9,300,4.666626,4.666626,0
2,NoForceFeedback,10,200,1.633327,1.633327,0
2,NoForceFeedback,11,400,3.316654,3.316654,0
2,NoForceFeedback,12,100,2.816658,2.816658,0
2,NoForceFeedback,13,200,3.116653,3.116653,0
2,NoForceFeedback,14,100,2.833321,2.833321,0
2,NoForceFeedback,15,300,"1.558327,2.558319,2.191658",6.308304,2
2,NoForceFeedback,16,400,1.649994,1.649994,0
2,NoForceFeedback,17,100,2.866653,2.866653,0
2,NoForceFeedback,18,400,"1.924988,2.166656,2.866653",6.958298,2
2,NoForceFeedback,19,200,"6.583313,2.883331",9.466644,1
2,NoForceFeedback,20,300,2.074997,2.074997,0
3,ForceFeedback,1,100,"106.6329,18.15826,38.22485,6.841644,7.466644,15.17494,2.933319,2.44165",197.8742,7
3,ForceFeedback,2,200,"2.166656,27.91653,1.416656,2.80835,1.783325,0.2166748,1.94165",38.24985,6
3,ForceFeedback,3,300,5.5,5.5,0
3,ForceFeedback,4,400,"19.3916,2.883362,6.399963,4.516663,3.125",36.31659,4
3,ForceFeedback,5,400,2.883362,2.883362,0
3,ForceFeedback,6,300,"2.466675,1.083374,1.625",5.175049,2
3,ForceFeedback,7,100,1.974976,1.974976,0
3,ForceFeedback,8,200,1.491699,1.491699,0
3,ForceFeedback,9,300,"1.899963,1.849976,2.116699",5.866638,2
3,ForceFeedback,10,200,1.908325,1.908325,0
3,ForceFeedback,11,400,"2.05835,2.033325",4.091675,1
3,ForceFeedback,12,100,2.908325,2.908325,0
3,ForceFeedback,13,200,2.091675,2.091675,0
3,ForceFeedback,14,100,"0.6500244,2.891602",3.541626,1
3,ForceFeedback,15,300,"0.9333496,1.80835",2.741699,1
3,ForceFeedback,16,400,"2.458252,1.683228,0.2749023,1.93335,2.333252,2.416748,1.75",12.84973,6
3,ForceFeedback,17,100,2.908325,2.908325,0
3,ForceFeedback,18,400,1.608276,1.608276,0
3,ForceFeedback,19,200,2.008301,2.008301,0
3,ForceFeedback,20,300,"1.56665,2.266724",3.833374,1
4,ForceFeedback,1,100,6.666634,6.666634,0
4,ForceFeedback,2,200,"2.749985,1.71666",4.466644,1
4,ForceFeedback,3,300,"1.84166,3.541656",5.383316,1
4,ForceFeedback,4,400,3.274994,3.274994,0
4,ForceFeedback,5,400,1.949993,1.949993,0
4,ForceFeedback,6,300,2.333321,2.333321,0
4,ForceFeedback,7,100,"0.166666,2.441656",2.608322,1
4,ForceFeedback,8,200,"0.1999969,3.67498",3.874977,1
4,ForceFeedback,9,300,2.558327,2.558327,0
4,ForceFeedback,10,200,2.008326,2.008326,0
4,ForceFeedback,11,400,3.766655,3.766655,0
4,ForceFeedback,12,100,2.291656,2.291656,0
4,ForceFeedback,13,200,2.158325,2.158325,0
4,ForceFeedback,14,100,3.44165,3.44165,0
4,ForceFeedback,15,300,"1.099995,1.874992",2.974987,1
4,ForceFeedback,16,400,"1.71666,1.783325,4.224983,8.299973,1.366669,1.991669,1.858337,1.941666,2.083328,1.783325",27.04993,9
4,ForceFeedback,17,100,2.908295,2.908295,0
4,ForceFeedback,18,400,2.116669,2.116669,0
4,ForceFeedback,19,200,2.433319,2.433319,0
4,ForceFeedback,20,300,1.983307,1.983307,0
5,ForceFeedback,1,100,1.809998,1.809998,0
5,ForceFeedback,2,200,"1.479996,1.430008",2.910004,1
5,ForceFeedback,3,300,"1.320007,2.650009,0.8500061,2.990005",7.810028,3
5,ForceFeedback,4,400,"15.42,2.900009,4.210022",22.53003,2
5,ForceFeedback,5,400,1.860016,1.860016,0
5,ForceFeedback,6,300,"1.880005,2.880005,2.26001,3.389984,3.76001",14.17001,4
5,ForceFeedback,7,100,3.120026,3.120026,0
5,ForceFeedback,8,200,2.559998,2.559998,0
5,ForceFeedback,9,300,3.72998,3.72998,0
5,ForceFeedback,10,200,"1.479996,1.430008",2.910004,1
5,ForceFeedback,11,400,"15.42,2.900009,4.210022",22.53003,2
5,ForceFeedback,12,100,"0.1499939,0.8200073,2.130005",3.100006,2
5,ForceFeedback,13,200,"1.820007,3.240021,3.059998",8.120026,2
5,ForceFeedback,14,100,4.200012,4.200012,0
5,ForceFeedback,15,300,"2.349976,2.880005",5.22998,1
5,ForceFeedback,16,400,2.159973,2.159973,0
5,ForceFeedback,17,100,"2.25,2.910034",5.160034,1
5,ForceFeedback,18,400,"15.13,3.940002",19.07001,1
5,ForceFeedback,19,200,3.339966,3.339966,0
5,ForceFeedback,20,300,4.150024,4.150024,0
6,ForceFeedback,1,100,"10.500000,7.649994",18.14999,1
6,ForceFeedback,2,200,3.580002,3.580002,0
6,ForceFeedback,3,300,"1.320007,0.130005,1.320007,2.070007,0.330002,2.619995,3.679993",11.47002,6
6,ForceFeedback,4,400,5.5,5.5,0
6,ForceFeedback,5,400,"1.079998,3.040001",4.119999,1
6,ForceFeedback,6,300,"1.590000,2.039993",3.629993,1
6,ForceFeedback,7,100,"2.439995,2.759995",5.199989,1
6,ForceFeedback,8,200,1.610001,1.610001,0
6,ForceFeedback,9,300,"1.260002,1.469994,0.139999,1.529999",4.399994,3
6,ForceFeedback,10,200,1.059998,1.059998,0
6,ForceFeedback,11,400,"0.869995,0.959992,1.309998,1.029999,1.490005,1.449997,1.379990,0.959992,0.819992,11.130000,1.169998,1.350006,2.529999",26.44997,12
6,ForceFeedback,12,100,1.980011,1.980011,0
6,ForceFeedback,13,200,1.830017,1.830017,0
6,ForceFeedback,14,100,2.140015,2.140015,0
6,ForceFeedback,15,300,2.130005,2.130005,0
6,ForceFeedback,16,400,1.760010,1.76001,0
6,ForceFeedback,17,100,"1.579987,1.209991,2.119995",4.909973,2
6,ForceFeedback,18,400,"1.779999,1.869995,1.269989",4.919983,2
6,ForceFeedback,19,200,"2.070007,1.779999",3.850006,1
6,ForceFeedback,20,300,2.510010,2.51001,0
7,ForceFeedback,1,100,4.440002,4.440002,0
7,ForceFeedback,2,200,"11.66,1.98999,5.290009,6.219986",25.15999,3
7,ForceFeedback,3,300,"3.040009,5.149994",8.190002,1
7,ForceFeedback,4,400,"7.380005,7.959991,6.089996",21.42999,2
7,ForceFeedback,5,400,2.880005,2.880005,0
7,ForceFeedback,6,300,3.690002,3.690002,0
7,ForceFeedback,7,100,4.98999,4.98999,0
7,ForceFeedback,8,200,4.570007,4.570007,0
7,ForceFeedback,9,300,4.25,4.25,0
7,ForceFeedback,10,200,"4.079956,4.210022",8.289978,1
7,ForceFeedback,11,400,"4.630005,2.48999,6.77002",13.89001,2
7,ForceFeedback,12,100,3.929993,3.929993,0
7,ForceFeedback,13,200,"22.03998,4.22998",26.26996,1
7,ForceFeedback,14,100,"15.01996,4.060059",19.08002,1
7,ForceFeedback,15,300,3.72998,3.72998,0
7,ForceFeedback,16,400,"4.340027,4.299988",8.640015,1
7,ForceFeedback,17,100,4.280029,4.280029,0
7,ForceFeedback,18,400,4.919983,4.919983,0
7,ForceFeedback,19,200,5.429993,5.429993,0
7,ForceFeedback,20,300,4.459961,4.459961,0
8,ForceFeedback,1,100,3.210007,3.210007,0
8,ForceFeedback,2,200,2.410004,2.410004,0
8,ForceFeedback,3,300,2.449997,2.449997,0
8,ForceFeedback,4,400,"1.189987,3.100006,3.579987",7.86998,2
8,ForceFeedback,5,400,"3.929993,1.649994,2.450012,6.170013",14.20001,3
8,ForceFeedback,6,300,"4.27002,4.430023,1.410004,5.75",15.86005,3
8,ForceFeedback,7,100,4.160004,4.160004,0
8,ForceFeedback,8,200,4.469971,4.469971,0
8,ForceFeedback,9,300,5.219971,5.219971,0
8,ForceFeedback,10,200,3.540001,3.540001,0
8,ForceFeedback,11,400,"1.23,1.689999,3.630001,3.800003,3.940002,5.709999",20.0,5
8,ForceFeedback,12,100,2.989998,2.989998,0
8,ForceFeedback,13,200,3.930008,3.930008,0
8,ForceFeedback,14,100,4.029999,4.029999,0
8,ForceFeedback,15,300,"3.450001,6.860001",10.31,1
8,ForceFeedback,16,400,"1.68,4,3,4.110001,5.449997,3.169998,2.029999,2.410004,5.290009,3.919998,2.380005,3.389999,3.229996,3.269989",47.32999,13
8,ForceFeedback,17,100,2.819992,2.819992,0
8,ForceFeedback,18,400,"4.089996,3.849991",7.939987,1
8,ForceFeedback,19,200,3.130005,3.130005,0
8,ForceFeedback,20,300,2.269989,2.269989,0
9,ForceFeedback,1,400,"0.9200058,1.040001",1.960007,1
9,ForceFeedback,2,300,2.029991,2.029991,0
9,ForceFeedback,3,200,1.889999,1.889999,0
9,ForceFeedback,4,300,"7.330002,7.350006",14.68001,1
9,ForceFeedback,5,400,"0.9200058,1.040001",1.960007,1
9,ForceFeedback,6,300,2.029991,2.029991,0
9,ForceFeedback,7,100,1.650002,1.650002,0
9,ForceFeedback,8,200,1.889999,1.889999,0
9,ForceFeedback,9,300,1.410004,1.410004,0
9,ForceFeedback,10,200,0.909988,0.909988,0
9,ForceFeedback,11,400,"1.039993,1.039993,2.419998,1.300003,0.3399963,0.2000122,1.869995",8.209991,6
9,ForceFeedback,12,100,1.570007,1.570007,0
9,ForceFeedback,13,200,"1.420013,2.23999",3.660004,1
9,ForceFeedback,14,100,1.900024,1.900024,0
9,ForceFeedback,15,300,"1.46,1.879999,2.310001",5.650001,2
9,ForceFeedback,16,400,"14.78,2.339996,3.509995",20.62999,2
9,ForceFeedback,17,100,2.099998,2.099998,0
9,ForceFeedback,18,400,"1.790009,10.99001,1.289993,2.98999",17.06,3
9,ForceFeedback,19,200,2.050003,2.050003,0
9,ForceFeedback,20,300,2.360016,2.360016,0
10,NoForceFeedback,1,100,"0.2099991,6.209999",6.419998,1
10,NoForceFeedback,2,200,4.599991,4.599991,0
10,NoForceFeedback,3,300,"2.220001,0.1200104,3.130005",5.470016,2
10,NoForceFeedback,4,400,2.720001,2.720001,0
10,NoForceFeedback,5,400,2.240005,2.240005,0
10,NoForceFeedback,6,300,2.979996,2.979996,0
10,NoForceFeedback,7,100,1.790009,1.790009,0
10,NoForceFeedback,8,200,1.529999,1.529999,0
10,NoForceFeedback,9,300,1.670013,1.670013,0
10,NoForceFeedback,10,200,1.349991,1.349991,0
10,NoForceFeedback,11,400,"1.169983,0.9400024,2.279999",4.389984,2
10,NoForceFeedback,12,100,2.01001,2.01001,0
10,NoForceFeedback,13,200,"3.309998,2.240021",5.550018,1
10,NoForceFeedback,14,100,1.730011,1.730011,0
10,NoForceFeedback,15,300,1.630005,1.630005,0
10,NoForceFeedback,16,400,"11.69,2.490021",14.18002,1
10,NoForceFeedback,17,100,"10.02002,1.48999",11.51001,1
10,NoForceFeedback,18,400,1.670013,1.670013,0
10,NoForceFeedback,19,200,1.600006,1.600006,0
10,NoForceFeedback,20,300,1.869995,1.869995,0
11,NoForceFeedback,1,100,5.580002,5.580002,0
11,NoForceFeedback,2,200,"0.8700027,1.770004",2.640007,1
11,NoForceFeedback,3,300,"2.439995,2.629997,1,2.059998,1.650009,2.729996",12.50999,5
11,NoForceFeedback,4,400,1.75,1.75,0
11,NoForceFeedback,5,400,"1.830002,2.039993",3.869995,1
11,NoForceFeedback,6,300,2.440002,2.440002,0
11,NoForceFeedback,7,100,1.809998,1.809998,0
11,NoForceFeedback,8,200,1.819992,1.819992,0
11,NoForceFeedback,9,300,1.830002,1.830002,0
11,NoForceFeedback,10,200,1.529999,1.529999,0
11,NoForceFeedback,11,400,1.610001,1.610001,0
11,NoForceFeedback,12,100,1.779999,1.779999,0
11,NoForceFeedback,13,200,2.069992,2.069992,0
11,NoForceFeedback,14,100,1.98999,1.98999,0
11,NoForceFeedback,15,300,"6.959991,1.680008",8.639999,1
11,NoForceFeedback,16,400,"1.359985,0.2900085,0.7799988,3.26001",5.690002,3
11,NoForceFeedback,17,100,1.619995,1.619995,0
11,NoForceFeedback,18,400,1.600006,1.600006,0
11,NoForceFeedback,19,200,2.149994,2.149994,0
11,NoForceFeedback,20,300,1.929993,1.929993,0
12,NoForceFeedback,1,100,8.669998,8.669998,0
12,NoForceFeedback,2,200,"3.32,3.870003,2.619995",9.809998,2
12,NoForceFeedback,3,300,2.01001,2.01001,0
12,NoForceFeedback,4,400,4.169998,4.169998,0
12,NoForceFeedback,5,400,1.780001,1.780001,0
12,NoForceFeedback,6,300,2.130001,2.130001,0
12,NoForceFeedback,7,100,8.669998,8.669998,0
12,NoForceFeedback,8,200,"3.32,3.870003,2.619995",9.809998,2
12,NoForceFeedback,9,300,1.519997,1.519997,0
12,NoForceFeedback,10,200,2.190002,2.190002,0
12,NoForceFeedback,11,400,1.93,1.93,0
12,NoForceFeedback,12,100,3.449997,3.449997,0
12,NoForceFeedback,13,200,3.119995,3.119995,0
12,NoForceFeedback,14,100,3.299995,3.299995,0
12,NoForceFeedback,15,300,1.779999,1.779999,0
12,NoForceFeedback,16,400,1.770004,1.770004,0
12,NoForceFeedback,17,100,3.539993,3.539993,0
12,NoForceFeedback,18,400,1.800003,1.800003,0
12,NoForceFeedback,19,200,2.290009,2.290009,0
12,NoForceFeedback,20,300,4.37999,4.37999,0
13,NoForceFeedback,1,100,7.419998,7.419998,0
13,NoForceFeedback,2,200,5.830002,5.830002,0
13,NoForceFeedback,3,300,6.990005,6.990005,0
13,NoForceFeedback,4,400,"2.259995,4.039993",6.299988,1
13,NoForceFeedback,5,400,"4.729996,2.789978,5.049988",12.56996,2
13,NoForceFeedback,6,300,4.289978,4.289978,0
13,NoForceFeedback,7,100,3.59,3.59,0
13,NoForceFeedback,8,200,4.259979,4.259979,0
13,NoForceFeedback,9,300,3.850006,3.850006,0
13,NoForceFeedback,10,200,3.649994,3.649994,0
13,NoForceFeedback,11,400,4.039978,4.039978,0
13,NoForceFeedback,12,100,4.170013,4.170013,0
13,NoForceFeedback,13,200,"1.029999,3.350006,4.970001",9.350006,2
13,NoForceFeedback,14,100,3.589996,3.589996,0
13,NoForceFeedback,15,300,3.819977,3.819977,0
13,NoForceFeedback,16,400,"2.899994,2.769989",5.669983,1
13,NoForceFeedback,17,100,4.179993,4.179993,0
13,NoForceFeedback,18,400,3.919983,3.919983,0
13,NoForceFeedback,19,200,4.059998,4.059998,0
13,NoForceFeedback,20,300,"2.880005,11.09003,2.099976,3.440002",19.51001,3
14,NoForceFeedback,1,100,4.909996,4.909996,0
14,NoForceFeedback,2,200,"2.300003,2.639999",4.940002,1
14,NoForceFeedback,3,300,"2.520004,2.399994",4.919998,1
14,NoForceFeedback,4,400,2.990005,2.990005,0
14,NoForceFeedback,5,400,"1.829987,1.820007,2.059998",5.709991,2
14,NoForceFeedback,6,300,1.660004,1.660004,0
14,NoForceFeedback,7,100,2.040009,2.040009,0
14,NoForceFeedback,8,200,2.910004,2.910004,0
14,NoForceFeedback,9,300,"13.470000,3.109985",16.57999,1
14,NoForceFeedback,10,200,2.709991,2.709991,0
14,NoForceFeedback,11,400,1.890015,1.890015,0
14,NoForceFeedback,12,100,"1.190002,0.350006,2.459991",4.0,2
14,NoForceFeedback,13,200,2.169983,2.169983,0
14,NoForceFeedback,14,100,2.250000,2.25,0
14,NoForceFeedback,15,300,"2.210022,2.809998",5.02002,1
14,NoForceFeedback,16,400,"1.190002,2.720001",3.910004,1
14,NoForceFeedback,17,100,1.690002,1.690002,0
14,NoForceFeedback,18,400,2.950012,2.950012,0
14,NoForceFeedback,19,200,1.779999,1.779999,0
14,NoForceFeedback,20,300,1.919983,1.919983,0
15,NoForceFeedback,1,100,"23.50999,0.1399994,4.170013,8.189987",36.00999,3
15,NoForceFeedback,2,200,8.759979,8.759979,0
15,NoForceFeedback,3,300,"6.110016,8.990021",15.10004,1
15,NoForceFeedback,4,400,5.850006,5.850006,0
15,NoForceFeedback,5,400,"6.450012,3.589996,5.040009,9.529999,6.309998,3.690002,2.820007,1.940002,2.399994,3.25,7.149994,3.620056,3.849976,1.530029,1.509949,2.51001,3.76001,7.049988,12.10004,1.609985,1.440002,3.97998,3.590027,3.419983,2.26001,3.5,1.730042,3.070007",112.7001,27
15,NoForceFeedback,6,300,"3.069946,2.849976,2.700012,2.559998,2.77002",13.94995,4
15,NoForceFeedback,7,100,3.269958,3.269958,0
15,NoForceFeedback,8,200,3.019958,3.019958,0
15,NoForceFeedback,9,300,2.890015,2.890015,0
15,NoForceFeedback,10,200,3.149963,3.149963,0
15,NoForceFeedback,11,400,"2.409973,2.089966,3.179993",7.679932,2
15,NoForceFeedback,12,100,3.409973,3.409973,0
15,NoForceFeedback,13,200,3.159973,3.159973,0
15,NoForceFeedback,14,100,2.619995,2.619995,0
15,NoForceFeedback,15,300,2.25,2.25,0
15,NoForceFeedback,16,400,"2.200012,2.779968,3.339966,2.400024",10.71997,3
15,NoForceFeedback,17,100,3.549988,3.549988,0
15,NoForceFeedback,18,400,3.350037,3.350037,0
15,NoForceFeedback,19,200,3.150024,3.150024,0
15,NoForceFeedback,20,300,3.540039,3.540039,0
16,NoForceFeedback,1,100,"22.7,2.459999",25.16,1
16,NoForceFeedback,2,200,"1.990002,0.9500008,2.380001,2.130005",7.450008,3
16,NoForceFeedback,3,300,"2.190002,2.82,2.220001,2.32",9.550003,3
16,NoForceFeedback,4,400,"2.050003,1.529999,1.570007",5.150009,2
16,NoForceFeedback,5,400,"1.509995,3.029999,1.980011",6.520004,2
16,NoForceFeedback,6,300,2.179993,2.179993,0
16,NoForceFeedback,7,100,1.470001,1.470001,0
16,NoForceFeedback,8,200,1.759995,1.759995,0
16,NoForceFeedback,9,300,"0.1600037,1.410004,0.4700012,2.269989",4.309998,3
16,NoForceFeedback,10,200,2.140015,2.140015,0
16,NoForceFeedback,11,400,1.859985,1.859985,0
16,NoForceFeedback,12,100,"0.1900024,2,13.85999,2.190002",18.23999,3
16,NoForceFeedback,13,200,2.0,2.0,0
16,NoForceFeedback,14,100,1.699982,1.699982,0
16,NoForceFeedback,15,300,2.039978,2.039978,0
16,NoForceFeedback,16,400,"1.899994,1.309998,1.809998,1.209991,2.799988,2.130005",11.15997,5
16,NoForceFeedback,17,100,1.98999,1.98999,0
16,NoForceFeedback,18,400,"1.390015,2.190002,2.100006",5.680023,2
16,NoForceFeedback,19,200,1.920013,1.920013,0
16,NoForceFeedback,20,300,"1.130005,0.7399902,0.6199951,1.910004,1.140015,0.25,3.549988,1.109985,1.850037",12.30002,8
17,ForceFeedback,1,100,4.480011,4.480011,0
17,ForceFeedback,2,200,"7.470001,4.660004",12.13,1
17,ForceFeedback,3,300,"5.179993,8.549988",13.72998,1
17,ForceFeedback,4,400,5.329987,5.329987,0
17,ForceFeedback,5,400,"4.969971,4.22998,3.48999,3.579987,2.649994",18.91992,4
17,ForceFeedback,6,300,2.559998,2.559998,0
17,ForceFeedback,7,100,2.01001,2.01001,0
17,ForceFeedback,8,200,"7,1.97998",8.97998,1
17,ForceFeedback,9,300,2.01001,2.01001,0
17,ForceFeedback,10,200,1.679993,1.679993,0
17,ForceFeedback,11,400,"1.190002,2.320007,2.48999,1.799988,2.460022,2.690002",12.95001,5
17,ForceFeedback,12,100,2.660034,2.660034,0
17,ForceFeedback,13,200,2.76001,2.76001,0
17,ForceFeedback,14,100,3.890015,3.890015,0
17,ForceFeedback,15,300,2.919983,2.919983,0
17,ForceFeedback,16,400,"2.470032,1.549988,1.75,2.400024,1.570007,1.640015,21.56,2.720032,1.789978",37.45007,8
17,ForceFeedback,17,100,2.480042,2.480042,0
17,ForceFeedback,18,400,"1.559998,1.109985,1.600037,2.970093,1.350098,2.380005,1.51001,2.449951,1.909912,2.849976,2.369995,2.180054,2.530029",26.77014,12
17,ForceFeedback,19,200,2.930054,2.930054,0
17,ForceFeedback,20,300,1.819946,1.819946,0
18,ForceFeedback,1,100,7.0,7.0,0
18,ForceFeedback,2,200,2.569977,2.569977,0
18,ForceFeedback,3,300,8.329987,8.329987,0
18,ForceFeedback,4,400,"1.910004,2.450012",4.360016,1
18,ForceFeedback,5,400,"1.660004,2.540009",4.200012,1
18,ForceFeedback,6,300,"14.35999,2.320007,2.579987,5.48999",24.74997,3
18,ForceFeedback,7,100,3.169983,3.169983,0
18,ForceFeedback,8,200,2.809998,2.809998,0
18,ForceFeedback,9,300,5.419983,5.419983,0
18,ForceFeedback,10,200,2.569977,2.569977,0
18,ForceFeedback,11,400,3.640015,3.640015,0
18,ForceFeedback,12,100,5.949951,5.949951,0
18,ForceFeedback,13,200,2.799988,2.799988,0
18,ForceFeedback,14,100,3.700012,3.700012,0
18,ForceFeedback,15,300,1.559998,1.559998,0
18,ForceFeedback,16,400,4.369995,4.369995,0
18,ForceFeedback,17,100,"4.040039,1.919983,3.570007",9.530029,2
18,ForceFeedback,18,400,8.640015,8.640015,0
18,ForceFeedback,19,200,6.139954,6.139954,0
18,ForceFeedback,20,300,"2.869995,2.700012",5.570007,1
19,ForceFeedback,1,100,"0.7100067,10.24,3.340004,0.1199951,3.939995,0.4799957,2.889999,4.309998",26.02999,7
19,ForceFeedback,2,200,"3.080002,2.889999,4.939987",10.90999,2
19,ForceFeedback,3,300,3.460007,3.460007,0
19,ForceFeedback,4,400,"0.8000031,2.070007,3.430008,3.059998",9.360016,3
19,ForceFeedback,5,400,"2.709991,2.73999",5.449982,1
19,ForceFeedback,6,300,4.589996,4.589996,0
19,ForceFeedback,7,100,2.649994,2.649994,0
19,ForceFeedback,8,200,2.559998,2.559998,0
19,ForceFeedback,9,300,2.669983,2.669983,0
19,ForceFeedback,10,200,2.850006,2.850006,0
19,ForceFeedback,11,400,3.660004,3.660004,0
19,ForceFeedback,12,100,3.440002,3.440002,0
19,ForceFeedback,13,200,"1.730011,3.720001",5.450012,1
19,ForceFeedback,14,100,2.630005,2.630005,0
19,ForceFeedback,15,300,2.529999,2.529999,0
19,ForceFeedback,16,400,2.850006,2.850006,0
19,ForceFeedback,17,100,2.649994,2.649994,0
19,ForceFeedback,18,400,"0.3699951,0.4100037,3.190002",3.970001,2
19,ForceFeedback,19,200,2.850006,2.850006,0
19,ForceFeedback,20,300,2.410004,2.410004,0
20,NoForceFeedback,1,100,15.55,15.55,0
20,NoForceFeedback,2,200,9.330002,9.330002,0
20,NoForceFeedback,3,300,"3.540009,5.820007",9.360016,1
20,NoForceFeedback,4,400,10.00998,10.00998,0
20,NoForceFeedback,5,400,"3.439995,4.980003,2.019997",10.43999,2
20,NoForceFeedback,6,300,3.299988,3.299988,0
20,NoForceFeedback,7,100,2.520004,2.520004,0
20,NoForceFeedback,8,200,2.029999,2.029999,0
20,NoForceFeedback,9,300,2.300018,2.300018,0
20,NoForceFeedback,10,200,2.399994,2.399994,0
20,NoForceFeedback,11,400,"0.9700012,1.820007,2.629974",5.419983,2
20,NoForceFeedback,12,100,4.619995,4.619995,0
20,NoForceFeedback,13,200,2.290009,2.290009,0
20,NoForceFeedback,14,100,2.169983,2.169983,0
20,NoForceFeedback,15,300,"1.429993,2.48999",3.919983,1
20,NoForceFeedback,16,400,1.899994,1.899994,0
20,NoForceFeedback,17,100,1.669983,1.669983,0
20,NoForceFeedback,18,400,"2.559998,2.860016",5.420013,1
20,NoForceFeedback,19,200,1.769989,1.769989,0
20,NoForceFeedback,20,300,2.279999,2.279999,0
21,ForceFeedback,1,100,3.839996,3.839996,0
21,ForceFeedback,2,200,2.479996,2.479996,0
21,ForceFeedback,3,300,2.419998,2.419998,0
21,ForceFeedback,4,400,"2.380005,4.630005,4.580017",11.59003,2
21,ForceFeedback,5,400,"1.970001,1.990021,2.600006",6.560028,2
21,ForceFeedback,6,300,"2.850006,2.679993",5.529999,1
21,ForceFeedback,7,100,2.190002,2.190002,0
21,ForceFeedback,8,200,2.759979,2.759979,0
21,ForceFeedback,9,300,3.259979,3.259979,0
21,ForceFeedback,10,200,2.339996,2.339996,0
21,ForceFeedback,11,400,"2.47998,2.059998",4.539978,1
21,ForceFeedback,12,100,2.859985,2.859985,0
21,ForceFeedback,13,200,2.970001,2.970001,0
21,ForceFeedback,14,100,3.320007,3.320007,0
21,ForceFeedback,15,300,"1.720001,1.76001,1.460022,2.550049",7.490082,3
21,ForceFeedback,16,400,"1.140015,0.5200195,2.599976",4.26001,2
21,ForceFeedback,17,100,"8.559998,2.690002",11.25,1
21,ForceFeedback,18,400,"1.869995,2.51001,2.139954,14.67999,1.349976,2.130005,2.720032",27.39996,6
21,ForceFeedback,19,200,2.379944,2.379944,0
21,ForceFeedback,20,300,2.030029,2.030029,0
22,NoForceFeedback,1,100,6.020004,6.020004,0
22,NoForceFeedback,2,200,2.489998,2.489998,0
22,NoForceFeedback,3,300,1.970001,1.970001,0
22,NoForceFeedback,4,400,"1.860001,4.049995",5.909996,1
22,NoForceFeedback,5,400,"1.009995,2.180008",3.190002,1
22,NoForceFeedback,6,300,"2.089996,3.610001",5.699997,1
22,NoForceFeedback,7,100,3.020004,3.020004,0
22,NoForceFeedback,8,200,"1.559998,3.410004",4.970001,1
22,NoForceFeedback,9,300,"3.26001,7.37001,2.360001",12.99002,2
22,NoForceFeedback,10,200,"11.17,2.369995",13.53999,1
22,NoForceFeedback,11,400,1.76001,1.76001,0
22,NoForceFeedback,12,100,"9.470001,2.25",11.72,1
22,NoForceFeedback,13,200,2.470001,2.470001,0
22,NoForceFeedback,14,100,2.110016,2.110016,0
22,NoForceFeedback,15,300,2.48999,2.48999,0
22,NoForceFeedback,16,400,"1.429993,2.080017",3.51001,1
22,NoForceFeedback,17,100,"0.210022,1.329987,2.25",3.790009,2
22,NoForceFeedback,18,400,"2.220001,2.309998,2.449982",6.97998,2
22,NoForceFeedback,19,200,"0.2999878,3",3.299988,1
22,NoForceFeedback,20,300,2.390015,2.390015,0
23,ForceFeedback,1,100,2.269997,2.269997,0
23,ForceFeedback,2,200,2.330002,2.330002,0
23,ForceFeedback,3,300,"1.840004,1.990005,2.300003",6.130013,2
23,ForceFeedback,4,400,"1.989998,2.580002",4.57,1
23,ForceFeedback,5,400,"1.349991,1.690002",3.039993,1
